id,titulo,rubro,Con pantalla táctil,Conexión del monitor de la computadora,Resolución de pantalla,Tamaño de la pantalla,Tipo de pantalla,Tipo de resolución,Con micrófono,Con visión nocturna,Formato de venta,Funciones,Lugares de montaje,Color,Tipo de corrector,Tipo de envase,Con compartimiento para notebook,Con puerto USB,Con ruedas,Tipo de mochila,Capacidad,Incluye adaptador SD,Incluye adaptador USB,Resolución máxima de video,Velocidad de lectura,Forma del glitter,Peso neto,Tipo,Usos recomendados,Graduación,Unidad por envase,Tamaño de papel,Tipo de papel,Con bluetooth,Con WiFi,Funciones de la impresora,Tipo de impresión,Tipo de impresora,Resolución de imagen de la cámara,Capacidad de hojas,Potencia,Tipo de trituradora,Voltaje,Color de la tinta,Con grip,Grosor del trazo,Tipo de lapicera,Tipo de trazo,Con goma de borrar,Tipo de Lápiz,Forma de la lentejuela,Duración máxima de la batería,Es inalámbrico,Es resistente al agua,Formato del auricular,Tipo de conectores,A prueba de agua,Autonomía máxima de la batería,Con función Karaoke,Con luces LED,Con Radio,Es portátil,Incluye batería recargable,Potencia de salida (RMS),Tipo de parlante,Díametro,Con anillos,Con tapa separadas,Diseño,Tamaño de las hojas,Tipo de carpeta,Con lengueta,Tamaño del separador,Billetes por minutos,Capacidad de bandeja,Con detector de billetes falsos,Tipo detección,Con cartel,Con pie,Tamaño,Tipo de agenda por vista,Tipo de encuadernación,Formato de la tiza,Capacidad de almacenamiento,Material,Tipo de Marcador,Con compartimiento para marcadores,Es magnético,Material del mango,Superficies Recomendadas,Con GPS,Incluye cargador,Sistema operativo,Ancho x altura,Material de la superficie,Material del armazón
473,Artículo 473 de Palitos para souvenir,Palitos para souvenir,,,,,,,,,Valor 34,,,,,,,,,,,,,,,,,,,,Valor 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Artículo 474 de Minas,Minas,,,,,,,,,Valor 60,,,,,,,,,,,,,,,,,,,Valor 70,Valor 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Artículo 475 de Goma eva,Goma eva,,,,,,,,,Valor 84,,,,,,,,,,,,,,,,,Valor 38,Valor 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Artículo 476 de Separadores,Separadores,,,,,,,,,Valor 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Valor 28,,,,,,,,,,,,,,,,,,,,,,,
477,Artículo 477 de Auriculares,Auriculares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,Valor 74,Sí,No,Valor 52,Valor 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Artículo 478 de Auriculares,Auriculares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,Valor 39,No,Sí,Valor 15,Valor 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Artículo 479 de Camara web,Camara web,,,,,,,No,,Valor 67,Valor 41,,,,,,,,,,,,Valor 45,,,,,,,,,,,,,,,Valor 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Artículo 480 de Minas,Minas,,,,,,,,,Valor 53,,,,,,,,,,,,,,,,,,,Valor 7,Valor 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Artículo 481 de Maquina expendedora de numeros,Maquina expendedora de numeros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,
482,Artículo 482 de Correctores,Correctores,,,,,,,,,Valor 58,,,,Valor 91,Valor 57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Artículo 483 de Lapiceras fuente escolar,Lapiceras fuente escolar,,,,,,,,,Valor 66,,,,,,,,,,,,,,,,,,,,Valor 50,,,,,,,,,,,,,Valor 89,Sí,Valor 29,Valor 76,Valor 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Artículo 484 de Parlantes,Parlantes,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,,,,,,,,,,,,,,,,,,Sí,,,,Valor 43,Valor 47,Sí,Sí,No,Sí,Valor 9,Valor 92,Valor 57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Artículo 485 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Sí,Valor 60,Valor 87,Valor 67,,,,,,,,,,,,,,,,,,,,,,,,,
486,Artículo 486 de Tizas,Tizas,,,,,,,,,Valor 71,,,,,,,,,,,,,,,,,,Valor 63,,Valor 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 95,,,,,,,,,,,,,
487,Artículo 487 de Camara web,Camara web,,,,,,,No,,Valor 71,Valor 73,,,,,,,,,,,,Valor 90,,,,,,,,,,,,,,,Valor 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Artículo 488 de Gibre,Gibre,,,,,,,,,Valor 45,,,,,,,,,,,,,,,Valor 35,Valor 90,Valor 83,Valor 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Artículo 489 de Brillantinas,Brillantinas,,,,,,,,,Valor 26,,,,,,,,,,,,,,,,,,Valor 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Artículo 490 de Impresoras,Impresoras,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Valor 44,Valor 54,Sí,Sí,No,Valor 46,Valor 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Artículo 491 de Correctores,Correctores,,,,,,,,,Valor 77,,,,Valor 66,Valor 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Artículo 492 de Tizas,Tizas,,,,,,,,,Valor 93,,,,,,,,,,,,,,,,,,Valor 38,,Valor 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 89,,,,,,,,,,,,,
493,Artículo 493 de Impresoras,Impresoras,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,Valor 81,Valor 48,No,No,No,Valor 89,Valor 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Artículo 494 de Monitores,Monitores,Sí,Valor 38,Valor 19,Valor 63,Valor 74,Valor 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Artículo 495 de Impresoras,Impresoras,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,Valor 94,Valor 70,Sí,No,No,Valor 15,Valor 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Artículo 496 de Maquina expendedora de numeros,Maquina expendedora de numeros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,No,,,,,,,,,,,,,,,,,
497,Artículo 497 de Camara de seguridad,Camara de seguridad,,,,,,Valor 49,Sí,No,Valor 83,Valor 43,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Artículo 498 de Lapices de grafito,Lapices de grafito,,,,,,,,,Valor 4,,,,,,,,,,,,,,,,,,,Valor 15,Valor 14,,,,,,,,,,,,,,,,,,Sí,Valor 83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Artículo 499 de Tarjetas de memoria,Tarjetas de memoria,,,,,,,,,,,,,,,,,,,Valor 31,Valor 78,Valor 39,Valor 19,Valor 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Artículo 500 de Correctores,Correctores,,,,,,,,,Valor 87,,,,Valor 72,Valor 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Artículo 501 de Tizas,Tizas,,,,,,,,,Valor 86,,,,,,,,,,,,,,,,,,Valor 42,,Valor 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 13,,,,,,,,,,,,,
502,Artículo 502 de Papel glace,Papel glace,,,,,,,,,Valor 12,,,,,,,,,,,,,,,,,,Valor 54,,,Valor 62,Valor 54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Artículo 503 de Brillantinas,Brillantinas,,,,,,,,,Valor 96,,,,,,,,,,,,,,,,,,Valor 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Artículo 504 de Camara de seguridad,Camara de seguridad,,,,,,Valor 82,No,Sí,Valor 81,Valor 91,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Artículo 505 de Papel glace,Papel glace,,,,,,,,,Valor 13,,,,,,,,,,,,,,,,,,Valor 36,,,Valor 58,Valor 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Artículo 506 de Borradores,Borradores,,,,,,,,,Valor 89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Valor 68,Sí,,,,,,
507,Artículo 507 de Contadora de billetes,Contadora de billetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,Valor 62,No,Valor 12,,,,,,,,,,,,,,,,,,,
508,Artículo 508 de Auriculares,Auriculares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,Valor 80,No,Sí,Valor 58,Valor 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Artículo 509 de Correctores,Correctores,,,,,,,,,Valor 87,,,,Valor 85,Valor 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Artículo 510 de Camara de seguridad,Camara de seguridad,,,,,,Valor 31,Sí,Sí,Valor 66,Valor 9,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Artículo 511 de Lapices de grafito,Lapices de grafito,,,,,,,,,Valor 15,,,,,,,,,,,,,,,,,,,Valor 26,Valor 54,,,,,,,,,,,,,,,,,,No,Valor 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Artículo 512 de Agendas,Agendas,,,,,,,,,Valor 95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 20,Valor 68,Valor 100,,,,,,,,,,,,,,
513,Artículo 513 de Pinturas                                          ,Pinturas                                          ,,,,,,,,,,,,Valor 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Artículo 514 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 63,,,,,,,,,,
515,Artículo 515 de Gibre,Gibre,,,,,,,,,Valor 72,,,,,,,,,,,,,,,Valor 23,Valor 68,Valor 62,Valor 98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Artículo 516 de Correctores,Correctores,,,,,,,,,Valor 61,,,,Valor 12,Valor 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Artículo 517 de Minas,Minas,,,,,,,,,Valor 63,,,,,,,,,,,,,,,,,,,Valor 54,Valor 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Artículo 518 de Monitores,Monitores,No,Valor 95,Valor 86,Valor 85,Valor 78,Valor 87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Artículo 519 de Lapices de grafito,Lapices de grafito,,,,,,,,,Valor 2,,,,,,,,,,,,,,,,,,,Valor 9,Valor 27,,,,,,,,,,,,,,,,,,Sí,Valor 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Artículo 520 de Maquina expendedora de numeros,Maquina expendedora de numeros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Sí,,,,,,,,,,,,,,,,,
521,Artículo 521 de Papel glace,Papel glace,,,,,,,,,Valor 9,,,,,,,,,,,,,,,,,,Valor 68,,,Valor 38,Valor 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Artículo 522 de Maquina expendedora de numeros,Maquina expendedora de numeros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Sí,,,,,,,,,,,,,,,,,
523,Artículo 523 de Agendas,Agendas,,,,,,,,,Valor 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 95,Valor 56,Valor 77,,,,,,,,,,,,,,
524,Artículo 524 de Impresoras,Impresoras,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Valor 34,Valor 8,Sí,No,Sí,Valor 2,Valor 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Artículo 525 de Borradores,Borradores,,,,,,,,,Valor 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Sí,Valor 69,No,,,,,,
526,Artículo 526 de Aros para carpetas,Aros para carpetas,,,,,,,,,Valor 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Artículo 527 de Pizarras,Pizarras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 66,Valor 68,Valor 23
528,Artículo 528 de Camara de seguridad,Camara de seguridad,,,,,,Valor 24,No,No,Valor 9,Valor 25,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Artículo 529 de Maquina expendedora de numeros,Maquina expendedora de numeros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Sí,,,,,,,,,,,,,,,,,
530,Artículo 530 de Tarjetas de memoria,Tarjetas de memoria,,,,,,,,,,,,,,,,,,,Valor 2,Valor 73,Valor 100,Valor 58,Valor 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Artículo 531 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,No,Valor 31,Valor 40,Valor 13,,,,,,,,,,,,,,,,,,,,,,,,,
532,Artículo 532 de Minas,Minas,,,,,,,,,Valor 14,,,,,,,,,,,,,,,,,,,Valor 97,Valor 51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Artículo 533 de Camara web,Camara web,,,,,,,No,,Valor 18,Valor 62,,,,,,,,,,,,Valor 46,,,,,,,,,,,,,,,Valor 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Artículo 534 de Borradores,Borradores,,,,,,,,,Valor 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Valor 34,Sí,,,,,,
535,Artículo 535 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Valor 36,Valor 15,Valor 37,,,,,,,,,,,,,,,,,,,,,,,,,
536,Artículo 536 de Aros para carpetas,Aros para carpetas,,,,,,,,,Valor 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Artículo 537 de Parlantes,Parlantes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,Sí,No,,,,,,,,,,,,,,,,,,No,,,,Valor 54,Valor 62,No,Sí,No,No,Valor 42,Valor 72,Valor 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Artículo 538 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,No,Valor 7,Valor 33,Valor 39,,,,,,,,,,,,,,,,,,,,,,,,,
539,Artículo 539 de Brillantinas,Brillantinas,,,,,,,,,Valor 78,,,,,,,,,,,,,,,,,,Valor 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Artículo 540 de Parlantes,Parlantes,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,Sí,No,,,,,,,,,,,,,,,,,,Sí,,,,Valor 84,Valor 30,No,No,Sí,No,Valor 87,Valor 64,Valor 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Artículo 541 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 100,,,,,,,,,,
542,Artículo 542 de Pendrive,Pendrive,,,,,,,,,,,,Valor 31,,,,,,,,,,,Valor 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 87,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 27,Valor 30,,,,,,,,,,,
543,Artículo 543 de Lapices de grafito,Lapices de grafito,,,,,,,,,Valor 52,,,,,,,,,,,,,,,,,,,Valor 24,Valor 17,,,,,,,,,,,,,,,,,,Sí,Valor 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Artículo 544 de Lentejuelas,Lentejuelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Artículo 545 de Lentejuelas,Lentejuelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Artículo 546 de Lapiceras fuente escolar,Lapiceras fuente escolar,,,,,,,,,Valor 72,,,,,,,,,,,,,,,,,,,,Valor 3,,,,,,,,,,,,,Valor 39,No,Valor 4,Valor 50,Valor 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Artículo 547 de Tizas,Tizas,,,,,,,,,Valor 81,,,,,,,,,,,,,,,,,,Valor 3,,Valor 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 24,,,,,,,,,,,,,
548,Artículo 548 de Parlantes,Parlantes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,No,Sí,,,,,,,,,,,,,,,,,,No,,,,Valor 98,Valor 22,No,No,No,Sí,Valor 91,Valor 82,Valor 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Artículo 549 de Tarjetas de memoria,Tarjetas de memoria,,,,,,,,,,,,,,,,,,,Valor 78,Valor 100,Valor 92,Valor 1,Valor 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Artículo 550 de Boligrafos borrables,Boligrafos borrables,,,,,,,,,Valor 80,,,,,,,,,,,,,,,,,,,,Valor 100,,,,,,,,,,,,,Valor 87,Sí,Valor 5,Valor 93,Valor 95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Artículo 551 de Minas,Minas,,,,,,,,,Valor 1,,,,,,,,,,,,,,,,,,,Valor 58,Valor 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Artículo 552 de Correctores,Correctores,,,,,,,,,Valor 77,,,,Valor 66,Valor 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Artículo 553 de Mochilas,Mochilas,,,,,,,,,,,,,,,Sí,No,No,Valor 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Artículo 554 de Maquina expendedora de numeros,Maquina expendedora de numeros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,
555,Artículo 555 de Camara web,Camara web,,,,,,,Sí,,Valor 31,Valor 91,,,,,,,,,,,,Valor 75,,,,,,,,,,,,,,,Valor 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Artículo 556 de Gibre,Gibre,,,,,,,,,Valor 80,,,,,,,,,,,,,,,Valor 68,Valor 57,Valor 31,Valor 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Artículo 557 de Pizarras,Pizarras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 93,Valor 31,Valor 42
558,Artículo 558 de Pendrive,Pendrive,,,,,,,,,,,,Valor 68,,,,,,,,,,,Valor 86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 91,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 75,Valor 33,,,,,,,,,,,
559,Artículo 559 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 18,,,,,,,,,,
560,Artículo 560 de Correctores,Correctores,,,,,,,,,Valor 8,,,,Valor 14,Valor 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Artículo 561 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Sí,Valor 35,Valor 16,Valor 97,,,,,,,,,,,,,,,,,,,,,,,,,
562,Artículo 562 de Agendas,Agendas,,,,,,,,,Valor 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 5,Valor 77,Valor 95,,,,,,,,,,,,,,
563,Artículo 563 de Lentejuelas,Lentejuelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Artículo 564 de Parlantes,Parlantes,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,No,Sí,,,,,,,,,,,,,,,,,,Sí,,,,Valor 81,Valor 64,No,No,No,No,Valor 17,Valor 53,Valor 85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Artículo 565 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 51,,,,,,,,,,
566,Artículo 566 de Lapices de grafito,Lapices de grafito,,,,,,,,,Valor 41,,,,,,,,,,,,,,,,,,,Valor 14,Valor 39,,,,,,,,,,,,,,,,,,No,Valor 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Artículo 567 de Boligrafos borrables,Boligrafos borrables,,,,,,,,,Valor 38,,,,,,,,,,,,,,,,,,,,Valor 89,,,,,,,,,,,,,Valor 29,Sí,Valor 58,Valor 74,Valor 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Artículo 568 de Contadora de billetes,Contadora de billetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,Sí,Valor 49,Sí,Valor 15,,,,,,,,,,,,,,,,,,,
